,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
1236,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.54,0,0,0,256,209.8006828649808
1237,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,2.24,0,500,0,0,100.45466986113651
1238,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.3,0,0,0,128,141.21199808219862
1239,Lenovo,Notebook,13.3,Intel Core i7,16,Intel,Windows 10,1.4,0,0,0,512,165.6321180513006
1240,Lenovo,Notebook,15.6,AMD,6,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
1241,Asus,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.45,0,0,0,256,165.6321180513006
1242,Acer,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.4,0,500,0,0,100.45466986113651
1243,Dell,2 in 1 Convertible,17.3,Intel Core i7,16,Nvidia,Windows 10,2.77,0,0,0,512,127.33567457123111
1244,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,1.54,0,0,0,256,157.3505121487356
1245,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,0,0,0,256,141.21199808219862
1246,Dell,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.6,0,500,0,0,111.93520355955211
1247,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.34,0,0,0,256,141.21199808219862
1248,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,No OS,2.3,0,0,0,256,141.21199808219862
1249,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.24,0,0,0,256,276.053530085501
1250,Dell,Notebook,15.6,Others,4,Intel,Linux,2.2,0,500,0,0,100.45466986113651
1251,HP,Notebook,15.6,AMD,4,AMD,Windows 10,1.86,0,500,0,0,100.45466986113651
1252,Lenovo,Notebook,15.6,Intel Core i3,6,Nvidia,Windows 10,2.4,0,0,0,128,141.21199808219862
1253,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.9,0,0,0,256,157.3505121487356
1254,Dell,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
1255,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.0,0,1,0,0,100.45466986113651
1256,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.0,0,0,0,128,127.33567457123111
1257,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.29,0,500,0,0,100.45466986113651
1258,Lenovo,Notebook,15.6,Intel Core i7,8,AMD,Windows 7,2.32,0,0,1,0,141.21199808219862
1259,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.4,0,0,0,128,141.21199808219862
1260,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,4,Intel,Windows 10,1.8,0,0,0,128,157.3505121487356
1261,Asus,Ultrabook,13.3,Others,8,Intel,Windows 10,1.2,0,0,0,512,165.6321180513006
1262,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,2.3,0,1,0,0,100.45466986113651
1263,Acer,Notebook,15.6,Others,4,Intel,Linux,2.4,0,500,0,0,100.45466986113651
1264,Dell,Notebook,15.6,Others,2,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
1265,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,0,1,0,0,141.21199808219862
1266,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.04,0,0,1,0,141.21199808219862
1267,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.3,0,1,0,0,100.45466986113651
1268,HP,Netbook,11.6,Others,2,Intel,Windows 10,1.17,32,0,0,0,135.0942111925629
1269,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,0,500,0,0,100.45466986113651
1270,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,1.8,0,0,0,128,157.3505121487356
1271,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,0,0,0,512,276.053530085501
1272,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.5,64,0,0,0,111.93520355955211
1273,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,2.19,0,1,0,0,100.45466986113651
1274,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
1275,Asus,Ultrabook,13.3,Others,8,Intel,Windows 10,1.2,0,0,0,512,165.6321180513006
1276,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,2.3,0,1,0,0,100.45466986113651
1277,Acer,Notebook,15.6,Others,4,Intel,Linux,2.4,0,500,0,0,100.45466986113651
1278,Dell,Notebook,15.6,Others,2,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
1279,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,0,1,0,0,141.21199808219862
1280,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.04,0,0,1,0,141.21199808219862
1281,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.3,0,1,0,0,100.45466986113651
1282,HP,Netbook,11.6,Others,2,Intel,Windows 10,1.17,32,0,0,0,135.0942111925629
1283,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,0,500,0,0,100.45466986113651
1284,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,1.8,0,0,0,128,157.3505121487356
1285,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,0,0,0,512,276.053530085501
1286,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.5,64,0,0,0,111.93520355955211
1287,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,2.19,0,1,0,0,100.45466986113651
1288,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
1289,Asus,Ultrabook,13.3,Others,8,Intel,Windows 10,1.2,0,0,0,512,165.6321180513006
1290,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,2.3,0,1,0,0,100.45466986113651
1291,Acer,Notebook,15.6,Others,4,Intel,Linux,2.4,0,500,0,0,100.45466986113651
1292,Dell,Notebook,15.6,Others,2,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
1293,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,0,1,0,0,141.21199808219862
1294,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.04,0,0,1,0,141.21199808219862
1295,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.3,0,1,0,0,100.45466986113651
1296,HP,Netbook,11.6,Others,2,Intel,Windows 10,1.17,32,0,0,0,135.0942111925629
1297,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,0,500,0,0,100.45466986113651
1298,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,1.8,0,0,0,128,157.3505121487356
1299,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,0,0,0,512,276.053530085501
1300,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.5,64,0,0,0,111.93520355955211
1301,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,2.19,0,1,0,0,100.45466986113651
1302,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
