,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
1132,Asus,Notebook,14.0,Others,4,Intel,Windows 10,1.5,14811.84,32,0,0,0,111.93520355955211
1133,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,40066.56,0,0,0,256,141.21199808219862
1134,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.23,32820.48,0,1,0,0,141.21199808219862
1135,Lenovo,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.5,58554.72,0,0,1,0,141.21199808219862
1136,HP,Workstation,17.3,Intel Core i7,8,Nvidia,Windows 7,3.0,210424.032,0,0,0,256,127.33567457123111
1137,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.5,41771.52,0,1,0,0,100.45466986113651
1138,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,127818.72,0,0,0,256,127.33567457123111
1139,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 7,1.88,115709.2416,0,0,0,256,141.21199808219862
1140,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,2.8,130003.2,0,0,0,512,209.8006828649808
1141,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.4,60888.384,0,0,0,128,141.21199808219862
1142,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.48,86793.12,0,0,0,256,165.6321180513006
1143,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,2.59,118761.12,0,0,0,256,141.21199808219862
1144,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.48,95850.72,0,0,0,256,220.84282406840083
1145,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,2.0,101178.72,0,0,0,256,141.21199808219862
1146,HP,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 7,1.26,122381.49599999998,0,0,0,256,176.23257360658386
1147,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.18,53807.472,0,0,0,256,141.21199808219862
1148,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 7,1.88,84129.12,0,0,0,256,141.21199808219862
1149,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.27,124621.92,0,0,0,256,209.8006828649808
1150,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.9,18061.92,0,1,0,0,100.45466986113651
1151,HP,Notebook,15.6,AMD,4,AMD,Windows 10,1.86,15824.16,0,500,0,0,100.45466986113651
1152,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,No OS,2.32,31914.72,0,1,0,0,141.21199808219862
1153,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,63882.72,0,1,0,0,141.21199808219862
1154,Dell,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,119916.2304,0,0,0,256,138.46177587823902
1155,HP,Notebook,15.6,AMD,4,AMD,Windows 10,1.91,25515.2592,0,0,0,256,141.21199808219862
1156,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.7,79536.38399999999,0,0,0,256,127.33567457123111
1157,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 7,1.4,122490.72,0,0,0,512,157.3505121487356
1158,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.5,42010.7472,0,0,1,0,141.21199808219862
1159,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.48,108744.48,0,0,0,512,220.84282406840083
1160,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.7,79866.72,0,0,0,256,157.3505121487356
1161,MSI,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.7,94252.32,0,0,0,256,157.3505121487356
1162,HP,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,47898.72,0,1,0,0,141.21199808219862
1163,Lenovo,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.2,24455.52,0,1,0,0,100.45466986113651
1164,HP,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.1,25414.0272,0,500,0,0,100.45466986113651
1165,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,79813.44,0,0,0,128,138.46177587823902
1166,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.95,74059.2,0,0,0,256,141.21199808219862
1167,Lenovo,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.2,24935.04,0,1,0,0,141.21199808219862
1168,HP,Notebook,14.0,Others,2,Intel,Windows 10,1.44,13266.72,32,0,0,0,111.93520355955211
1169,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,44701.92,0,1,0,0,141.21199808219862
1170,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.96,36177.12,0,0,0,256,141.21199808219862
1171,HP,Notebook,15.6,Intel Core i7,16,Intel,Windows 10,2.1,61751.52,0,0,0,512,141.21199808219862
1172,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,19660.32,0,500,0,0,100.45466986113651
1173,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.1,21205.44,0,500,0,0,100.45466986113651
1174,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,2.2,37775.52,0,1,0,0,141.21199808219862
1175,Asus,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,2.0,40972.32,0,0,0,256,157.3505121487356
1176,Lenovo,Notebook,15.6,Intel Core i7,4,Intel,Windows 7,2.32,43956.0,0,0,1,0,141.21199808219862
1177,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.31,69530.4,0,0,0,512,141.21199808219862
1178,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.91,114731.5536,0,0,0,128,141.21199808219862
1179,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.07,34632.0,0,500,0,0,100.45466986113651
1180,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,1.36,87219.36,0,0,0,256,209.8006828649808
1181,Lenovo,Ultrabook,15.6,Intel Core i7,6,Nvidia,Windows 10,1.54,44275.68,0,0,0,256,141.21199808219862
1182,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Linux,1.98,47686.1328,0,0,0,256,141.21199808219862
1183,Acer,Notebook,15.6,Others,4,Intel,Windows 10,2.1,17742.239999999998,0,500,0,0,100.45466986113651
1184,HP,Notebook,15.6,Intel Core i7,6,Nvidia,Windows 10,2.18,42570.72,0,1,0,0,141.21199808219862
1185,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.591,48431.52,0,0,0,256,141.21199808219862
1186,Dell,2 in 1 Convertible,15.6,Intel Core i7,16,Intel,Windows 10,2.09,62817.12,0,0,0,512,141.21199808219862
1187,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.23,36816.48,0,0,0,256,141.21199808219862
1188,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Linux,1.23,58554.72,0,0,0,256,276.053530085501
1189,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.2,138474.72,0,0,0,256,127.33567457123111
1190,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.4,43636.32,0,1,0,0,141.21199808219862
1191,Samsung,2 in 1 Convertible,12.3,Others,4,ARM,Chrome OS,1.15,35111.52,32,0,0,0,234.50740003017813
1192,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.86,25840.8,0,500,0,0,100.45466986113651
1193,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,61964.64,256,0,0,0,226.41554716935852
1194,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.6,63882.72,0,0,0,256,165.6321180513006
1195,HP,Notebook,15.6,Intel Core i7,12,Nvidia,Windows 10,2.21,70702.56,0,0,0,128,141.21199808219862
1196,Lenovo,Notebook,15.6,Intel Core i3,4,AMD,No OS,1.9,19607.04,0,1,0,0,100.45466986113651
1197,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.3,114552.0,0,0,0,512,127.33567457123111
1198,Acer,Notebook,15.6,Others,4,Intel,Linux,2.1,14492.16,0,1,0,0,100.45466986113651
1199,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.43,109165.392,0,0,0,256,127.33567457123111
1200,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.3,26586.72,0,0,0,128,100.45466986113651
1201,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,2.2,33513.119999999995,0,500,0,0,100.45466986113651
1202,Dell,2 in 1 Convertible,15.6,Intel Core i7,16,Intel,Windows 10,2.0,68464.8,0,0,0,512,141.21199808219862
1203,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.2,142790.4,0,0,0,512,276.053530085501
1204,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,62284.32,0,1,0,0,141.21199808219862
1205,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.36,47365.92,0,0,0,256,141.21199808219862
1206,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.91,30849.12,0,0,0,256,100.45466986113651
1207,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.2,15930.72,0,500,0,0,100.45466986113651
1208,Acer,Notebook,17.3,Intel Core i3,8,Nvidia,Windows 10,3.3,33513.119999999995,0,1,0,0,106.11306214269258
1209,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.2,130482.72,0,0,0,256,141.21199808219862
1210,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,68145.12,512,0,0,0,226.41554716935852
1211,Asus,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.2,93186.72,0,0,0,128,141.21199808219862
1212,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.43,103842.1872,0,0,0,256,127.33567457123111
1213,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,2.191,53226.72,0,0,0,256,141.21199808219862
1214,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,103842.72,0,0,0,256,127.33567457123111
1215,Acer,Netbook,11.6,Others,2,Intel,Chrome OS,1.3,9270.72,0,0,0,32,135.0942111925629
1216,Acer,Notebook,17.3,Intel Core i3,4,Nvidia,Windows 10,3.3,31861.44,0,1,0,0,106.11306214269258
1217,Lenovo,Notebook,17.3,Intel Core i5,8,Intel,No OS,2.8,28717.92,0,1,0,0,106.11306214269258
1218,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,67772.16,0,0,0,128,141.21199808219862
1219,Acer,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.2,61218.72,0,0,0,256,157.3505121487356
1220,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.3,81465.12,0,0,0,256,141.21199808219862
1221,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,78647.1408,0,0,0,128,141.21199808219862
1222,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.1,28185.12,0,1,0,0,141.21199808219862
1223,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.26,91288.3536,0,0,0,256,176.23257360658386
1224,Dell,2 in 1 Convertible,15.0,Intel Core i3,4,Intel,Windows 10,2.08,27119.52,0,500,0,0,146.86047800548656
1225,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.65,16463.52,0,1,0,0,100.45466986113651
1226,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.29,78694.56,0,0,0,256,276.053530085501
1227,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,2.18,27804.7008,0,1,0,0,100.45466986113651
1228,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.6,54825.12,0,0,0,128,141.21199808219862
1229,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,61218.72,0,0,0,128,141.21199808219862
1230,Lenovo,Netbook,12.5,Intel Core i7,16,Intel,Windows 10,1.3,87912.0,0,0,0,512,176.23257360658386
1231,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.95,186426.72,0,0,0,1,157.3505121487356
1232,Dell,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.3,24988.8528,0,1,0,0,100.45466986113651
1233,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.7,85141.44,0,0,0,256,127.33567457123111
1234,Apple,Ultrabook,11.6,Intel Core i5,4,Intel,Mac OS X,1.08,51095.52,256,0,0,0,135.0942111925629
1235,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,25467.84,0,1,0,0,141.21199808219862
1236,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.54,117119.5632,0,0,0,256,209.8006828649808
1237,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,2.24,39267.36,0,500,0,0,100.45466986113651
1238,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.3,62284.32,0,0,0,128,141.21199808219862
1239,Lenovo,Notebook,13.3,Intel Core i7,16,Intel,Windows 10,1.4,79866.72,0,0,0,512,165.6321180513006
1240,Lenovo,Notebook,15.6,AMD,6,AMD,Windows 10,2.2,31838.5296,0,0,0,256,141.21199808219862
1241,Asus,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.45,68198.4,0,0,0,256,165.6321180513006
1242,Acer,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.4,19276.704,0,500,0,0,100.45466986113651
1243,Dell,2 in 1 Convertible,17.3,Intel Core i7,16,Nvidia,Windows 10,2.77,95850.72,0,0,0,512,127.33567457123111
1244,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,1.54,58607.46719999999,0,0,0,256,157.3505121487356
1245,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,85248.0,0,0,0,256,141.21199808219862
1246,Dell,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.6,46620.0,0,500,0,0,111.93520355955211
1247,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.34,123876.0,0,0,0,256,141.21199808219862
1248,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,No OS,2.3,30529.44,0,0,0,256,141.21199808219862
1249,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.24,96596.64,0,0,0,256,276.053530085501
1250,Dell,Notebook,15.6,Others,4,Intel,Linux,2.2,17262.72,0,500,0,0,100.45466986113651
1251,HP,Notebook,15.6,AMD,4,AMD,Windows 10,1.86,21258.72,0,500,0,0,100.45466986113651
1252,Lenovo,Notebook,15.6,Intel Core i3,6,Nvidia,Windows 10,2.4,30316.32,0,0,0,128,141.21199808219862
1253,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.9,57116.16,0,0,0,256,157.3505121487356
1254,Dell,Notebook,15.6,Others,4,Intel,Windows 10,2.2,23655.7872,0,500,0,0,100.45466986113651
1255,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.0,18061.92,0,1,0,0,100.45466986113651
1256,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.0,101232.0,0,0,0,128,127.33567457123111
1257,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.29,26107.2,0,500,0,0,100.45466986113651
1258,Lenovo,Notebook,15.6,Intel Core i7,8,AMD,Windows 7,2.32,47685.6,0,0,1,0,141.21199808219862
1259,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.4,65481.12,0,0,0,128,141.21199808219862
1260,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,4,Intel,Windows 10,1.8,44382.7728,0,0,0,128,157.3505121487356
1261,Asus,Ultrabook,13.3,Others,8,Intel,Windows 10,1.2,38841.12,0,0,0,512,165.6321180513006
1262,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,2.3,24455.52,0,1,0,0,100.45466986113651
1263,Acer,Notebook,15.6,Others,4,Intel,Linux,2.4,15397.92,0,500,0,0,100.45466986113651
1264,Dell,Notebook,15.6,Others,2,Intel,Windows 10,2.2,20193.12,0,500,0,0,100.45466986113651
1265,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,47898.72,0,1,0,0,141.21199808219862
1266,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.04,29303.4672,0,0,1,0,141.21199808219862
1267,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.3,42943.1472,0,1,0,0,100.45466986113651
1268,HP,Netbook,11.6,Others,2,Intel,Windows 10,1.17,11135.52,32,0,0,0,135.0942111925629
1269,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,38378.6496,0,500,0,0,100.45466986113651
1270,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,1.8,33992.64,0,0,0,128,157.3505121487356
1271,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,79866.72,0,0,0,512,276.053530085501
1272,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.5,12201.12,64,0,0,0,111.93520355955211
1273,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,2.19,40705.92,0,1,0,0,100.45466986113651
1274,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,19660.32,0,500,0,0,100.45466986113651
1275,Asus,Ultrabook,13.3,Others,8,Intel,Windows 10,1.2,38841.12,0,0,0,512,165.6321180513006
1276,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,2.3,24455.52,0,1,0,0,100.45466986113651
1277,Acer,Notebook,15.6,Others,4,Intel,Linux,2.4,15397.92,0,500,0,0,100.45466986113651
1278,Dell,Notebook,15.6,Others,2,Intel,Windows 10,2.2,20193.12,0,500,0,0,100.45466986113651
1279,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,47898.72,0,1,0,0,141.21199808219862
1280,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.04,29303.4672,0,0,1,0,141.21199808219862
1281,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.3,42943.1472,0,1,0,0,100.45466986113651
1282,HP,Netbook,11.6,Others,2,Intel,Windows 10,1.17,11135.52,32,0,0,0,135.0942111925629
1283,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,38378.6496,0,500,0,0,100.45466986113651
1284,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,1.8,33992.64,0,0,0,128,157.3505121487356
1285,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,79866.72,0,0,0,512,276.053530085501
1286,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.5,12201.12,64,0,0,0,111.93520355955211
1287,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,2.19,40705.92,0,1,0,0,100.45466986113651
1288,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,19660.32,0,500,0,0,100.45466986113651
1289,Asus,Ultrabook,13.3,Others,8,Intel,Windows 10,1.2,38841.12,0,0,0,512,165.6321180513006
1290,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,2.3,24455.52,0,1,0,0,100.45466986113651
1291,Acer,Notebook,15.6,Others,4,Intel,Linux,2.4,15397.92,0,500,0,0,100.45466986113651
1292,Dell,Notebook,15.6,Others,2,Intel,Windows 10,2.2,20193.12,0,500,0,0,100.45466986113651
1293,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,47898.72,0,1,0,0,141.21199808219862
1294,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.04,29303.4672,0,0,1,0,141.21199808219862
1295,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.3,42943.1472,0,1,0,0,100.45466986113651
1296,HP,Netbook,11.6,Others,2,Intel,Windows 10,1.17,11135.52,32,0,0,0,135.0942111925629
1297,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,38378.6496,0,500,0,0,100.45466986113651
1298,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,1.8,33992.64,0,0,0,128,157.3505121487356
1299,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,79866.72,0,0,0,512,276.053530085501
1300,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.5,12201.12,64,0,0,0,111.93520355955211
1301,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,2.19,40705.92,0,1,0,0,100.45466986113651
1302,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,19660.32,0,500,0,0,100.45466986113651
